airport,lat,lon
PEX,445.37206353,-94.74472631
47Y,146.64132917,-96.10414444
16D,546.61097222,-95.60611111
PWC,46.72478778,-94.38169972
PQN,343.98213667,-96.30040750
FKA,443.67675000,-92.17975000
PNM,45.55986111,-93.60822222
D81,47.82651528,-96.25977917
RGK,344.58935750,-92.48496861
RWF,244.54688889,-95.08200000
52Y,447.06800833,-93.91273333
RD,845.01452778,-93.32033611
RST,143.90827778,-92.50002778
ROX,748.85625000,-95.69694444
ROS,245.69715417,-92.95217556
55Y,443.81582500,-91.83009500
STC,245.54622222,-94.05938889
JYG,143.98635389,-94.55797417
21D,144.99719694,-92.85368611
STP,644.93461528,-93.06035389
D39,345.70660267,-94.93324647
BFW,847.24902778,-91.41558333
DVP,443.98680028,-95.78261028
Y58,544.24963958,-94.71042500
SGS,44.85713889,-93.03286111
D42,44.23105556,-94.99891667
SYN,44.47552161,-93.01632006
SAZ,46.38087944,-94.80660167
D32,545.59916250,-95.53615417
D41,748.45831222,-96.86283889
TVF,348.06567722,-96.18499528
12D,247.81815556,-92.28606667
TKC,544.24923944,-95.60722917
TWM,847.04913889,-91.74522222
63Y,644.28829028,-96.15095556
ADC,746.44737306,-95.21133472
Y49,147.15948067,-94.64534669
D37,248.19116667,-96.71130556
RRT,148.94147222,-95.34847222
ACQ,44.07347222,-93.55294417
VWU,348.14845556,-94.51691528
68Y,143.74122083,-93.77717500
ETH,45.78050608,-96.54379797
BDH,245.11702778,-95.12933333
MWM,243.91341167,-95.10940000
ONA,944.07960989,-91.71162989
10D,144.95381631,-94.06531744
OTG,43.65505556,-95.57919444
K19,540.26219444,-94.33902778
2H2,836.96230556,-93.69533333
AOV,136.97188722,-92.68194583
2M1,39.01963889,-94.08650000
75K,140.27683333,-94.00741667
H57,37.75880556,-90.61680556
M17,37.59610694,-93.34769861
1BT,637.91898056,-90.57520278
VER,438.94672222,-92.68266667
H19,39.37069639,-91.22027944
BBG,336.53208250,-93.20054444
PLK,836.62592814,-93.22892289
AVE,936.63832222,-93.28255833
FWB,136.69850000,-93.40225000
MO8,739.77136111,-93.01277778
H17,637.65408333,-93.08700000
BUM,38.28976722,-94.34012778
TVB,637.13244444,-92.08397222
OZS,37.97272250,-92.69045861
EZZ,339.72755556,-94.27638889
34M,136.48605556,-90.01569444
CGI,37.22531528,-89.57075944
K26,539.31216667,-93.50655556
M05,636.16912583,-89.67648083
94K,136.69740528,-93.90052528
CHQ,636.84213722,-89.35965778
CHT,39.78201544,-93.49623608
GLY,938.35470028,-93.67918694
COU,338.81773556,-92.21779194
UBX,938.06877306,-91.42885861
0C1,639.48775000,-94.78113889
DXE,836.77541667,-89.94125000
X33,436.69386111,-90.78447222
H79,138.36158381,-92.57131761
87K,37.85713889,-93.99763889
3EX,739.33727778,-94.19741667
FAM,237.76089222,-90.42866806
TBN,537.74163889,-92.14072222
H88,137.60563889,-90.28747222
FTT,638.83811111,-92.00258333
M85,536.44375583,-89.90383833
3GV,639.01464119,-94.21485844
HAE,839.72516667,-91.44386111
LRY,38.61019444,-94.34352778
M28,36.22425000,-89.72883333
63M,38.70516806,-91.49055417
HIG,639.07244444,-93.67736111
37M,636.04199742,-90.14913439
M48,837.33022222,-91.97316667
JEF,938.59117361,-92.15614472
JLN,237.15316722,-94.49880750
0H7,240.42172222,-91.70666667
AIZ,138.09602778,-92.54947972
MKC,39.12293500,-94.59282333
MCI,839.29761111,-94.71388889
TKX,636.22586194,-90.03664111
IRK,40.09347222,-92.54491667
SZL,538.73030556,-93.54786389
LLU,437.48597222,-94.31200000
LBO,937.64832194,-92.65243083
LXT,638.95909667,-94.37189472
0N0,439.28983333,-94.44244444
0R2,38.40233333,-93.33225000
1H3,338.47161111,-91.81722222
K89,839.72980556,-92.45672222
MAW,936.59820417,-89.99254861
03B,837.12677778,-92.62161111
MHL,539.09547833,-93.20299972
EVU,340.35329122,-94.91663542
78Y,40.33169444,-94.83469444
03D,540.44725000,-92.22694444
MYJ,239.15751139,-91.81826417
MO9,137.22981250,-93.93020833
MBY,539.46317028,-92.42589000
HFJ,136.90512944,-94.01416639
K52,139.63441083,-91.72699444
6M6,540.12917639,-91.67826944
GPH,639.33250778,-94.30964806
M71,438.90177500,-90.96030556
1MO,237.12086142,-92.31010667
MNF,136.99283333,-91.71447222
2MO,237.06839028,-93.88493028
EOS,836.81080556,-94.39169444
NVD,837.85247669,-94.30460775
EIW,236.53530556,-89.59972222
K15,938.11044361,-92.68055806
PCD,637.86934778,-89.86187250
PYN,837.12613750,-90.71352861
POF,936.77393528,-90.32485278
8WC,337.92919525,-90.73148403
5MO,440.39194583,-92.56477083
MO1,237.87488889,-92.40805556
VIH,838.12742944,-91.76951389
K07,537.93565222,-91.81354750
SET,338.92969444,-90.42997222
STJ,439.77194444,-94.90970556
STL,38.74869822,-90.37002572
1H0,538.72733333,-90.50841667
SUS,238.66211722,-90.65204667
K33,37.61522222,-91.60444444
DMO,838.70741667,-93.17591667
H58,537.18405000,-92.73705278
6K2,39.81256667,-92.05021667
SIK,736.89888889,-89.56175000
3DW,837.22270556,-93.24834861
MO2,737.17515000,-93.12893333
SGF,37.24566139,-93.38862694
M12,236.09561111,-89.85947222
MO3,637.66027778,-93.81683333
UUV,238.23347222,-91.16427778
K57,740.44548917,-95.36730639
42M,136.52228444,-91.57198694
TRX,340.08352778,-93.59063889
K43,740.54022222,-93.02552778
MO5,537.00938889,-91.00688889
3VS,438.42827222,-92.87526389
RCM,638.78417111,-93.80285417
RAW,238.34784722,-93.34538750
FYG,38.58758333,-90.99380556
UNO,136.87842306,-91.90267444
1H5,736.98961806,-91.95407639
GSN,15.12024861,145.72998639
GRO,14.17434944,145.24111917
TNI,414.99923056,145.61935083
M40,33.87375000,-88.48966667
9M4,333.30345750,-89.22840028
PMU,34.36350000,-89.89288889
HSA,30.36780472,-89.45461250
00M,931.95375000,-89.23533333
01M,34.49179139,-88.20120250
1M2,33.14518056,-90.51528472
BIX,330.41042667,-88.92443528
8M1,334.59186111,-88.64850000
1R7,931.60583333,-90.40930556
SH1,431.20546992,-89.17604353
08M,732.76158333,-89.53038889
09M,133.99136111,-90.07855556
CKM,634.29972222,-90.51230556
RNV,933.76252778,-90.75794444
0R0,531.29784639,-89.81148694
UBS,33.46533333,-88.38075000
GTR,233.44827778,-88.59138889
CBM,333.64517500,-88.44591944
CRX,334.91496722,-88.60348444
C71,631.29640139,-91.05253750
M11,431.90244444,-90.36675000
66Y,930.36297944,-89.38765417
M37,333.77639167,-90.52500833
06M,133.53483333,-89.31311111
2M4,532.35494444,-89.48816667
GLH,133.48524694,-90.98448556
GWO,633.49330894,-90.08667742
RD,833.58504444,-90.09773611
GNF,233.83244444,-89.79816667
GPT,130.40726917,-89.07009583
HBG,131.26494444,-89.25288889
PIB,131.46714639,-89.33705750
MS9,734.79643056,-89.91322222
H75,234.79815444,-90.03703583
14M,133.18251489,-90.83049347
M41,134.80436111,-89.52111111
M44,833.88649444,-89.02297500
IDL,33.48572222,-90.67888889
15M,634.77333333,-88.16608333
JAN,132.31116667,-90.07588889
HKS,132.33477778,-90.22252778
OSX,633.09025000,-89.54202778
LUL,131.67302778,-89.17280556
19M,133.12546111,-90.02555694
LMS,233.14598833,-89.06244833
4R1,31.01533333,-89.48255556
20M,733.13372222,-88.53600000
MBO,32.43866667,-90.10311111
17M,131.86276500,-89.80061444
MMS,634.23144444,-90.28955556
MCB,31.17844444,-90.47186111
MEI,432.33286167,-88.75157222
NMM,532.55348056,-88.55526389
NJW,32.79892667,-88.83452925
HEZ,331.61366111,-91.29733556
M72,34.54900972,-89.02443611
M23,332.31200694,-89.13565000
5R2,430.38944444,-88.75344444
5A4,134.01580556,-88.72619444
OLV,834.97875000,-89.78686111
UOX,634.38433333,-89.53680556
PQL,130.46277194,-88.52922861
MPE,332.79921203,-89.12599719
MJD,30.48747222,-89.65119444
04M,433.93008333,-89.34327778
22M,334.27555556,-89.03802778
M13,930.78657639,-89.50453750
M43,931.59530556,-89.90644444
23M,232.08595450,-88.73902519
JVW,432.30447222,-90.41052778
M59,31.31703194,-88.93486250
25M,34.72272222,-89.01469444
STF,33.43311111,-88.84861111
M51,533.49767886,-88.68142192
30M,134.65908333,-90.37622222
UTA,34.68505556,-90.34777778
TUP,34.26900000,-88.76988889
T36,131.14560472,-90.16790722
VKS,932.23914500,-90.92819500
33M,634.16786111,-89.68488889
2R0,231.64355389,-88.63509500
M83,933.58402778,-88.66669444
M24,130.84300000,-89.16150000
5A6,733.46498778,-89.73021750
87I,232.88348417,-90.46398972
3U3,746.15341450,-112.86773456
3U4,545.60655556,-106.27425000
1M6,945.28804292,-106.14529558
3U5,647.46341667,-112.38011111
BHK,846.34661111,-104.25811111
3U7,247.48202778,-112.87230556
53U,448.06047222,-114.00116667
3U8,148.16343586,-110.11428386
6S0,45.80647725,-109.97825658
BIL,445.80784914,-108.54354356
3U9,946.21166667,-112.10761111
BZN,245.77723578,-111.15026028
6S1,545.29161389,-108.92569889
00F,845.47047222,-105.45713889
8S0,648.60100000,-113.11530556
BTM,145.95480556,-112.49747222
LTY,348.51072222,-110.99086389
S71,648.59211111,-109.25061111
CII,947.82834778,-112.16833583
4U6,147.41833333,-105.56088889
RC0,646.72714917,-113.65759333
M46,145.85283333,-106.70927778
6S3,445.63052389,-109.23921500
S04,547.53882583,-113.72036833
4U7,245.86225000,-114.21775000
S01,48.16827361,-111.97642944
S85,148.15355972,-104.50405556
CTB,348.60835475,-112.37615078
38S,146.38783333,-112.76494444
4U9,44.73575000,-112.71969444
5U0,47.32086111,-109.94191667
DLN,245.25536111,-112.55250000
M26,46.62076250,-113.20506611
5U1,947.84719444,-111.69827778
97M,745.87648533,-104.53757133
EKS,245.27572472,-111.64891556
88M,648.96841667,-115.07941667
5U5,647.63383333,-111.98119444
5U6,47.86252778,-104.07141667
1S3,946.27115078,-106.62390211
79S,847.84418889,-110.63686111
37S,448.00483333,-106.47788889
5U7,545.32079250,-107.93122194
29S,445.04993556,-110.74660083
5U8,447.59645500,-110.26591333
GGW,948.21244444,-106.61480556
RD,348.42222222,-106.25333333
GDV,447.13872222,-104.80722222
GTF,447.48229928,-111.37027942
HRF,946.25716589,-114.12384311
00U,45.74438889,-107.66044444
48S,948.56629456,-108.77403619
U09,548.48110778,-108.76904583
HWQ,246.44861111,-109.85277778
HVR,648.54298472,-109.76234222
HLN,146.60672222,-111.98327778
6U5,948.38802056,-107.08328894
6U6,448.86013889,-108.66094444
S09,947.61243722,-114.61346278
6U7,246.29347222,-107.19330556
JDN,947.32875000,-106.95269444
S27,48.17856944,-114.30374083
GPI,448.31050000,-114.25600000
6S8,245.70517822,-108.76077111
80S,646.30727778,-108.95480556
LWT,447.04925000,-109.46669444
S59,948.28383333,-115.49022222
S69,646.95470250,-112.65021694
LVM,445.69941667,-110.44802778
M75,348.36694444,-107.91933333
0S1,647.84936517,-113.41741939
MLS,546.42688639,-105.88822528
MSO,146.91630556,-114.09055556
S00,48.86669167,-106.41725417
U05,46.31735308,-113.30515061
S34,947.47355583,-114.90708139
PWD,348.79051556,-104.52373833
8S1,147.69544444,-114.18527778
PO1,48.13441667,-105.16213889
H28,648.99998972,-112.79258083
RED,145.18483333,-109.25770972
7U8,647.62641667,-105.07958333
7S0,447.56716667,-114.10108333
RPX,446.47500000,-108.54341667
M42,346.72431111,-110.41782778
8U0,646.29047222,-109.24769444
52S,447.32500000,-114.08083333
8U1,147.10413889,-107.50291667
8U2,648.07961111,-113.24500000
9S2,348.80772222,-105.43947222
8U3,648.99952778,-105.40025000
23S,647.18194444,-113.44522222
SBX,348.54069444,-111.87125000
SDY,47.70685722,-104.19255528
8U4,647.96166667,-113.55947222
S64,847.14686306,-110.23004556
32S,146.52511111,-114.05280556
9S4,647.16825944,-114.85374111
7S8,648.99855556,-111.97822222
8U6,146.77713889,-105.31311111
THM,947.57349778,-115.28065611
9S5,345.87811111,-111.56944444
B70,648.31387083,-111.10914111
8U8,646.33123194,-111.48258611
8U9,646.41882111,-111.57719389
57S,848.48022056,-115.90350667
9U0,448.85032028,-108.40374778
RVF,545.53541667,-112.30227778
7S7,48.30014861,-112.25114147
WYS,144.68838889,-111.11763889
58S,648.40802000,-114.29957611
7S6,646.49557861,-110.91191750
9U1,446.04954583,-110.68495417
9S7,747.55538889,-109.38670972
MT3,47.61666667,-108.84805556
LC0,47.88527778,-109.02277778
CW0,47.94750000,-109.00805556
BW8,47.84777778,-109.09944444
BB0,47.84555556,-109.18694444
WH0,47.77944444,-109.07861111
L51,247.72633333,-108.87504167
7S2,46.97666667,-108.36500000
7S4,945.59158972,-113.45922556
02T,45.77002778,-112.98047222
OLF,548.09450000,-105.57505556
ASJ,136.29752639,-77.17085278
VUJ,335.41669389,-80.15079111
RHP,435.19522972,-83.86303861
HBI,35.65452500,-79.89473722
AVL,735.43611306,-82.54204750
MRH,834.73375861,-76.66035472
3W6,534.54286111,-78.77816667
BUY,136.04972778,-79.47300806
HFF,635.03630167,-79.49751306
BQ1,635.34166667,-79.43694444
CLT,35.21318694,-80.95137917
NKT,334.90317175,-76.88077469
CTZ,534.97493528,-78.36563000
JQF,235.38777028,-80.70913250
ONX,636.39994111,-76.01542528
ROAD,135.59180028,-81.07952250
EDE,536.02859000,-76.56976750
ECG,736.26057556,-76.17456722
EYF,234.60181556,-78.57927639
ZEF,336.28000000,-80.78605556
7W6,435.56210972,-75.95615361
HRJ,35.38015500,-78.73223667
N08,735.55666667,-77.56055556
FAY,534.99121111,-78.88027417
2GC,534.89369167,-78.84353056
POB,35.17088917,-79.01449667
FBG,535.13209583,-78.93534583
1A5,935.22231389,-83.41999472
AKH,435.20262306,-81.14987583
GWW,35.46055528,-77.96492750
GSB,735.33938528,-77.96059444
W88,236.17361111,-79.80305556
3A4,335.94194833,-79.68550933
GSO,36.10132667,-79.94112278
PGV,635.63569444,-77.38408333
IXA,236.32979167,-77.63523083
HSE,35.23280556,-75.61780556
0A7,735.30761667,-82.43317417
HKY,335.74114556,-81.38955056
E40,35.65207667,-81.35786389
LLC,34.49049181,-77.53212500
4W4,136.28347278,-79.07890139
28A,435.12097944,-80.58728944
NCA,134.70843333,-77.43966667
OAJ,34.82916667,-77.61213889
N22,434.71085278,-77.58498611
GEV,436.43247222,-81.41850000
78A,436.20283711,-80.86769700
N88,35.92652500,-79.62752500
DPL,835.00003639,-77.98165833
FFA,36.01758333,-75.67158333
ISO,135.33143278,-77.60883000
ROAD,935.28991847,-77.58441350
W17,735.79772222,-78.43700972
EXX,435.78114139,-80.30377333
N61,535.87374806,-79.52752222
IPJ,35.48314167,-81.16150556
LHZ,436.02334861,-78.33026306
RD,36.13431639,-78.28193861
LLC,936.08515028,-78.37138556
LBT,34.60981111,-79.05954972
N92,935.57430028,-81.11730111
MQI,135.91898278,-75.69553583
9A9,935.72067972,-82.00983083
MEB,234.79217222,-79.36589611
8A7,135.91491500,-80.45680639
EQY,35.01741611,-80.62205583
14A,335.61386944,-80.89943056
MRN,935.82022222,-81.61141667
MWK,336.46136167,-80.55321028
W40,135.22145417,-78.03861667
LLC,35.40649000,-80.35805000
EWN,135.07285444,-77.04301972
UKF,36.22360139,-81.09860833
SUT,333.93081556,-78.07336361
N83,536.19513611,-80.00531694
60J,133.90932000,-78.43468556
W95,35.10116667,-75.96597222
HNZ,936.36114083,-78.52982722
SOP,235.23742250,-79.38903361
N26,635.13388889,-79.63000000
7NC,35.73168944,-76.67125944
PMZ,135.81078028,-76.75837000
5W4,35.01985972,-79.19100389
5W5,435.62023472,-78.70013611
RDU,135.87763889,-78.78747222
SIF,536.43721639,-79.85100972
RCZ,934.89130333,-79.75959778
RWI,935.85625278,-77.89193333
TDF,136.28461111,-78.98463889
FQD,35.42822222,-81.93507778
RUQ,335.64588333,-80.52029167
TTA,935.58243944,-79.10133778
EHO,135.25574917,-81.60076444
SCR,735.70427444,-79.50429778
JNX,235.54093806,-78.39032556
7A8,835.94536111,-81.99622222
43A,835.38464972,-79.79026639
SVH,135.76499667,-80.95390000
NJM,34.69032361,-77.02884472
24A,135.31721111,-83.20970361
ETC,935.93726306,-77.54648028
FARM,535.90568778,-81.13952583
NC2,635.93083333,-81.19666667
N97,835.83013667,-80.10754472
AFP,335.02063778,-80.07711750
ACZ,234.71786667,-78.00388000
N63,736.30202639,-80.14983750
OCW,35.57047222,-77.04980556
N52,34.86381667,-80.74798333
CPC,734.27287056,-78.71498722
MCZ,135.86219278,-77.17820056
ILM,334.27115139,-77.90289056
W03,935.77040694,-77.96979139
INT,36.13371381,-80.22198772
05N,435.48218472,-77.35577431
80C,136.06051444,-80.69010000
6W4,136.39977778,-79.39269444
1A2,147.11263611,-97.20814722
ASY,746.02315556,-99.35257472
20U,846.92516667,-103.98205556
95D,47.25121389,-101.81504306
BIS,846.77273389,-100.74573750
D09,348.83047222,-100.41730556
5B4,448.80974944,-102.24544500
BWW,446.16551931,-103.30074275
9D7,648.48002778,-99.23638889
46D,647.45111111,-99.15133333
5N8,546.85394444,-97.20786111
2C8,148.78372222,-97.63197222
D49,48.89941250,-102.79229028
S32,147.42277361,-98.10587139
D50,448.92829944,-103.29758167
DVL,348.11659083,-98.90998806
DIK,246.80047361,-102.80443528
D29,948.61851389,-97.17589722
S28,48.99730556,-100.04369444
51D,46.34969444,-98.73500000
Y71,246.38275417,-101.84490278
4E7,346.01633333,-98.51569444
5N4,246.62686200,-97.62023219
FAR,146.92063889,-96.81575000
D54,546.90038056,-96.91852222
D24,947.65972389,-99.66095556
Y27,346.06688250,-100.63277944
9G9,146.62156389,-99.16446389
D05,547.65604358,-101.43680161
D57,746.81430556,-101.86519444
GAF,48.40471556,-97.37095667
GFK,147.94786833,-97.17569167
RDR,47.96127972,-97.40081361
GWR,46.21827778,-97.64336111
5H4,247.79122222,-99.93175000
6H8,746.48221667,-100.26373333
HZE,147.28993528,-101.58097806
HEI,946.01488889,-102.65600000
3H4,747.35940778,-97.06041639
JMS,646.92972222,-98.67819444
7K5,48.66761250,-102.04800278
9Y1,547.39133194,-102.77181250
K74,46.64873075,-96.99900961
D03,546.30676389,-98.93883333
5L0,48.02891667,-98.32575000
4F9,746.34728056,-98.28148611
D55,48.75313064,-98.39376917
2L1,447.90671389,-97.64097222
D31,848.28500694,-99.40219722
4N4,546.08969028,-97.16614444
7L2,346.22064089,-100.24562386
6L3,346.44697333,-97.72821556
7G2,547.46204722,-100.48722917
8M6,547.77031667,-98.18491389
6D3,547.98026250,-99.52695972
Y19,946.76797222,-100.89436111
D56,47.47684167,-97.32808194
4R6,146.25829417,-97.43786861
MIB,448.41576783,-101.35804086
MOT,448.25763889,-101.27802778
D06,448.29260278,-97.39402222
HBC,848.76888528,-101.53764222
3P3,46.35916194,-102.32824417
5B5,746.49426069,-99.75871186
8J7,847.69638722,-99.13122861
05D,147.96812778,-102.47856139
4V4,147.72488750,-97.58981111
2D5,46.17329611,-98.08003861
64G,247.17019444,-97.48191667
Y37,848.39408333,-97.78077000
Y74,447.93568472,-102.14212444
PMB,848.94241667,-97.24066667
Y99,748.03056806,-101.95322250
4E8,546.89581667,-102.35674444
37N,47.48272778,-101.40814861
2H9,448.66686250,-99.85316111
06D,448.88441722,-99.62092667
RUG,148.39036111,-100.02427778
4S5,648.62643750,-97.43905556
08D,148.30138639,-102.40806028
D60,648.38027778,-102.89736111
D61,948.35947689,-100.39552506
91N,647.50960694,-100.91660000
BAC,346.94119194,-98.01793111
BWP,746.24429378,-96.60715594
96D,748.94057319,-97.90277764
5C8,647.35114889,-101.02589611
S25,647.79299917,-103.24935222
D64,448.91307639,-101.03372222
XWA,948.25978361,-103.75055667
6L5,346.24962917,-99.53965833
ANW,142.57922222,-99.99297222
BVN,41.72857722,-98.05575944
AIA,242.05322222,-102.80375000
4D9,340.11247222,-99.34641667
37V,340.34158333,-99.90780556
8V2,842.56269889,-99.03881028
K01,640.38666667,-95.78800000
AUH,340.89413889,-97.99455556
RBE,442.57112578,-99.56952019
BIE,940.30127778,-96.75411111
BTA,341.41480556,-96.10897222
84Y,242.57972444,-97.67367528
BBW,541.43644611,-99.64216444
BUB,541.77757667,-99.15021167
CSB,440.30658194,-100.16207222
07K,41.11156131,-98.05133561
CDR,542.83755769,-103.09540192
CNP,41.07747222,-102.46405556
OLU,441.44872222,-97.34094444
CZD,840.86959250,-100.00425139
6K3,642.47127778,-97.88475000
CEK,840.61837672,-96.92570869
47V,240.63875000,-100.47341667
93Y,941.23032972,-97.12253083
FBY,140.18197222,-97.16788889
FMZ,40.58609758,-97.57313656
FNB,540.07878417,-95.59198917
FET,141.44994444,-96.52119444
97Y,341.40436806,-97.70972361
GRN,742.80597833,-102.17524972
GTE,440.92548333,-100.14656944
GRI,40.96754250,-98.30963889
GGF,40.87066336,-101.73387942
0B4,642.60308333,-97.25350000
08K,40.65133333,-98.07988889
HSI,340.60525000,-98.42788889
4V6,542.68191806,-102.70073750
HJH,740.15194444,-97.58452778
HDE,140.45180750,-99.33602778
1V2,142.00999444,-101.77006389
IML,240.51032622,-101.62014603
EAR,840.72704056,-99.00677000
IBM,941.18805556,-103.67738889
LXN,40.79042361,-99.77591417
LNK,40.85089139,-96.75912111
0F4,41.28636111,-98.99002778
MCK,240.20629222,-100.59209389
0V3,140.51491667,-98.94563889
AFK,40.60652778,-95.86666667
4V9,42.11225000,-98.03977778
OFK,41.98546028,-97.43511389
LBF,41.12621278,-100.68365306
OGA,141.11947222,-101.76969944
OFF,341.11932889,-95.90851694
OMA,41.30316667,-95.89405556
MLE,41.19598611,-96.11226472
ONL,242.46936111,-98.68777778
ODX,641.62369444,-98.95186111
OKS,41.40191108,-102.35635156
50K,640.11616667,-96.19486111
0C4,142.11341811,-96.72781339
PMV,840.94836944,-95.91735417
7V7,40.08216667,-98.54136111
9V5,942.73657547,-102.44436014
09K,241.63491667,-99.34213889
BFF,941.87402778,-103.59563889
SCB,441.61070764,-96.62977875
SWT,540.86472222,-97.10922222
SNY,841.09976083,-102.98499306
12K,640.04619986,-98.06125544
0G3,340.40094444,-96.17044444
TQE,41.76353706,-96.17793900
TIF,641.96270028,-100.57029444
VTN,142.85669639,-100.54896417
AHQ,241.24060528,-96.59454861
64V,540.83222444,-101.16404472
LCG,942.24160575,-96.98227100
JYR,640.89642000,-97.62407194
BML,844.57536111,-71.17591667
2N2,443.59201806,-71.75146806
CNH,643.37050444,-72.36820694
4C4,444.88752361,-71.50772450
CON,743.20272222,-71.50227778
ERR,244.79216667,-71.16452525
1B5,844.19595036,-71.75070328
2G8,544.39358194,-71.19808889
7B3,942.96126806,-70.83015417
5B9,544.08017283,-72.00775992
8B1,343.06127778,-71.90536111
AFN,42.80513417,-72.00302194
EEN,542.89838889,-72.27077778
LCI,343.57304167,-71.41784167
LEB,843.62611111,-72.30419444
MHT,942.93280556,-71.43575000
4MB,143.76745703,-71.38762617
ASH,142.78241389,-71.51409444
2B3,443.38713528,-72.18761417
1P1,843.77825417,-71.75385000
PSM,643.07794444,-70.82327778
DAW,843.28423483,-70.92954950
8B2,44.26406408,-71.54674869
HIE,244.36755556,-71.54580556
12N,41.00861972,-74.73803389
ACY,539.45757583,-74.57715528
ROAD,440.72733333,-74.53561111
BLM,440.18677778,-74.12455556
19N,339.77844444,-74.94780556
ROAD,440.67252778,-74.63588889
1N7,540.97113314,-74.99750406
00N,839.47373919,-75.18456753
CDW,740.87522472,-74.28135028
17N,339.70547583,-75.03300306
ROAD,40.23805556,-74.31861111
N05,640.82009917,-74.85516722
N81,39.66747222,-74.75772222
2N6,40.02708333,-74.69088889
NEL,540.03578889,-74.35136667
N12,40.06688889,-74.17755556
N07,640.94762806,-74.31451111
LDJ,740.61744944,-74.24459417
N14,339.93427778,-74.80722222
47N,240.52444444,-74.59830556
MIV,239.36780556,-75.07222222
MMU,40.79933833,-74.41488861
VAY,139.94288889,-74.84575000
EWR,140.69248056,-74.16868778
26N,239.26347917,-74.60747639
3N6,440.32988667,-74.34678694
N85,40.58757389,-75.01942056
N40,40.56588222,-74.97930806
39N,40.39908889,-74.65900639
N51,40.58278722,-74.73670667
N87,940.21394444,-74.60177778
SMQ,440.62598064,-74.67003161
FWN,41.20021389,-74.62303528
TEB,940.85010194,-74.06083333
MJX,439.92604167,-74.29553472
TTN,140.27669444,-74.81347222
29N,439.52400417,-75.04634278
28N,739.53958333,-74.96766667
31E,939.66545417,-74.30804444
4N1,141.12838889,-74.34652778
WWD,239.00836944,-74.90850889
C01,739.65555556,-75.01444444
OBI,139.21913889,-74.79475000
WRI,640.01578889,-74.59072611
ALM,32.83941667,-105.99113889
E02,932.63406944,-105.68745000
HMN,132.85185833,-106.10854167
AEG,335.14490944,-106.79517389
ABQ,35.03893156,-106.60826217
AXX,436.42200028,-105.28990500
13Q,834.00430556,-108.67977778
ATS,632.85194444,-104.46758333
N19,636.83694928,-108.02865642
BRG,34.64586164,-106.83634008
CNM,32.33744444,-104.26336111
F37,33.64890278,-105.89622000
CAO,336.44629111,-103.14993194
CVS,134.38277450,-103.32215147
CVN,534.42659025,-103.07758003
E89,135.36783889,-104.18050833
0E8,435.71765889,-108.20159611
DMN,832.26238889,-107.71900000
24N,36.82853500,-106.88419139
1N1,535.09461111,-106.16455556
E14,536.02611944,-106.04541528
E92,134.76339333,-106.04140556
FMN,436.74125111,-108.22994167
FSU,134.48875131,-104.21641844
GUP,35.51105833,-108.78930944
E94,333.35331944,-108.86714444
GNT,35.16727778,-107.90205556
E05,632.66029200,-107.19540892
HOB,432.68734944,-103.21752861
E26,432.13107833,-103.15485056
LRU,332.28941389,-106.92196444
LVS,135.65422222,-105.14238889
E32,236.29140639,-107.05615444
LSB,432.33365667,-108.69186000
LAM,735.87968611,-106.26868611
E98,634.76100833,-106.74494444
E06,432.95394444,-103.40877778
N29,334.09452958,-107.29691764
0E0,234.97816667,-106.00002778
M10,134.53333333,-106.22388889
1V0,136.80829056,-107.65261417
PRZ,334.14548139,-103.41033361
N24,36.80030556,-105.59750000
RTN,636.74243917,-104.50172639
T16,933.69433889,-108.84997500
ROW,433.29987750,-104.52940306
SRR,133.46094444,-105.53013889
SAF,35.61711111,-106.08941667
SXU,634.93567208,-104.64256375
DNA,831.88044444,-106.70325000
5V5,436.69766500,-108.70097278
94E,132.76201972,-108.20837972
SVC,432.63654694,-108.15638500
ONM,34.02247222,-106.90313889
95E,33.81443056,-106.64533611
S42,236.33152222,-104.61785139
SKX,936.45169444,-105.67308333
18T,333.26080556,-103.27848611
TCS,933.23536111,-107.26988889
TCC,935.18277806,-103.60319444
N17,134.60458028,-105.19182194
XNI,335.06067528,-108.93759944
L92,837.36343389,-115.19548944
TMT,39.46794333,-117.19745389
BAM,40.59905556,-116.87433333
BTY,36.86113306,-116.78639944
BVU,535.94730806,-114.86108417
1L4,735.30590433,-114.88238683
CXP,539.19230417,-119.73257056
U74,240.41594444,-116.56350000
9U7,38.73604583,-115.48030528
A34,339.23842417,-119.55545533
E85,641.95406250,-118.63100639
01U,38.85325000,-115.63466667
2Q9,937.60965361,-118.00648889
EKO,440.82499861,-115.79133750
ELY,139.29968833,-114.84187806
05U,239.60375000,-116.00361111
NFL,939.41783056,-118.69858833
FLX,739.49916944,-118.74879222
N58,239.55979408,-119.24265650
GAB,38.92226389,-117.95856111
0L4,637.49188889,-117.18841667
1A8,937.72205861,-117.23636583
HTH,338.54507694,-118.63240306
INS,136.58634378,-115.67737056
06U,741.97583083,-114.65801556
0L7,235.76826436,-115.32962197
N15,639.20266525,-117.06893436
LSV,936.23620000,-115.03425556
VGT,436.21070292,-115.19444319
LAS,336.08034278,-115.15244861
HND,235.97285500,-115.13438472
LOL,40.06646747,-118.56508611
L23,537.10272722,-116.31338167
67L,736.83313889,-114.05588889
3Q0,438.37986111,-118.09675000
