airport,runway,lat,lon,reciprocal,reciprocal_lat,reciprocal_lon
MDO,31,59.45273186,-146.30345925,13,59.45627611,-146.30752586
MHM,03,63.88193542,-152.31101397,21,63.89002822,-152.29267186
MHM,21,63.89002822,-152.29267186,03,63.88193542,-152.31101397
51Z,02,65.14472372,-149.37599647,20,65.15161739,-149.36118150
51Z,20,65.15161739,-149.36118150,02,65.14472372,-149.37599647
MOU,02,62.09075639,-163.68834183,20,62.09882653,-163.67735539
MOU,20,62.09882653,-163.67735539,02,62.09075639,-163.68834183
5NK,08,58.73611111,-157.03472222,26,58.73592222,-157.02446667
5NK,26,58.73592222,-157.02446667,08,58.73611111,-157.03472222
5NK,14,58.73561389,-157.02205000,32,58.73083611,-157.01905833
5NK,32,58.73083611,-157.01905833,14,58.73561389,-157.02205000
KEB,01,59.34965556,-151.92601667,19,59.35463889,-151.92429444
KEB,19,59.35463889,-151.92429444,01,59.34965556,-151.92601667
WNA,16,60.69476011,-161.97917778,34,60.68590108,-161.97780025
WNA,34,60.68590108,-161.97780025,16,60.69476011,-161.97917778
PKA,02,60.69938611,-161.78258889,20,60.70643889,-161.77402500
PKA,20,60.70643889,-161.77402500,02,60.69938611,-161.78258889
OUL,08,56.00811250,-161.17009194,26,56.00695944,-161.15064250
OUL,26,56.00695944,-161.15064250,08,56.00811250,-161.17009194
ENN,04L,64.54560242,-149.08705606,22R,64.55209161,-149.06201772
ENN,22R,64.55209161,-149.06201772,04L,64.54560242,-149.08705606
ENN,04R,64.54576042,-149.08275200,22L,64.54855394,-149.07197408
ENN,22L,64.54855394,-149.07197408,04R,64.54576042,-149.08275200
ENN,04W,64.54264722,-149.08073056,22W,64.54815556,-149.06176944
ENN,22W,64.54815556,-149.06176944,04W,64.54264722,-149.08073056
KNW,14,59.45553247,-157.37718986,32,59.44754522,-157.36914122
KNW,32,59.44754522,-157.36914122,14,59.45553247,-157.37718986
IGT,03,60.46583056,-164.70976389,21,60.47251389,-164.69831111
IGT,21,60.47251389,-164.69831111,03,60.46583056,-164.70976389
IGT,18,60.73526200,-151.21290200,36,60.73237700,-151.21428600
IGT,36,60.73237700,-151.21428600,18,60.73526200,-151.21290200
FSP,05,63.01610292,-154.36919797,23,63.02101406,-154.34767650
FSP,23,63.02101406,-154.34767650,05,63.01610292,-154.36919797
IKO,08,52.94159561,-168.85699983,26,52.94152736,-168.84107847
IKO,26,52.94152736,-168.84107847,08,52.94159561,-168.85699983
WTK,01,67.55612450,-162.98578658,19,67.56623372,-162.97505836
WTK,19,67.56623372,-162.97505836,01,67.55612450,-162.98578658
94Z,03,64.50948500,-165.39448022,21,64.51335956,-165.38598022
94Z,21,64.51335956,-165.38598022,03,64.50948500,-165.39448022
OME,03,64.50723442,-165.45180742,21,64.50845914,-165.44927725
OME,21,64.50845914,-165.44927725,03,64.50723442,-165.45180742
OME,10,64.51431853,-165.46810856,28,64.50876528,-165.43222458
OME,28,64.50876528,-165.43222458,10,64.51431853,-165.46810856
5NN,02,59.97719722,-154.84384389,20,59.98326306,-154.83450583
5NN,20,59.98326306,-154.83450583,02,59.97719722,-154.84384389
D76,06,66.81610483,-161.03564222,24,66.81894700,-161.00885019
D76,24,66.81894700,-161.00885019,06,66.81610483,-161.03564222
ORT,06,62.95949750,-141.94294575,24,62.96284936,-141.91321019
ORT,24,62.96284936,-141.91321019,06,62.95949750,-141.94294575
AQT,05,70.20765586,-151.02382664,23,70.21201100,-150.98913219
AQT,23,70.21201100,-150.98913219,05,70.20765586,-151.02382664
AQT,04,70.14089167,-152.03608333,22,70.14882778,-151.99854444
AQT,22,70.14882778,-151.99854444,04,70.14089167,-152.03608333
NUL,03,64.72524792,-158.08279503,21,64.73339428,-158.06562842
NUL,21,64.73339428,-158.06562842,03,64.72524792,-158.08279503
16A,18,60.90919667,-162.43874081,36,60.90282603,-162.44244033
16A,36,60.90282603,-162.44244033,18,60.90919667,-162.43874081
ZNC,05,60.97841111,-160.00541944,23,60.98365000,-159.98241944
ZNC,23,60.98365000,-159.98241944,05,60.97841111,-160.00541944
6R7,03,57.21550000,-153.27445833,21,57.22111111,-153.26520556
6R7,21,57.22111111,-153.26520556,03,57.21550000,-153.27445833
Z17,11,63.14764444,-156.53336111,29,63.14419444,-156.52445556
Z17,29,63.14419444,-156.52445556,11,63.14764444,-156.53336111
4K5,08,57.94298783,-152.47333858,26,57.94132250,-152.45664750
4K5,26,57.94132250,-152.45664750,08,57.94298783,-152.47333858
PAQ,10,61.59498761,-149.10063903,28,61.59107472,-149.08157311
PAQ,28,61.59107472,-149.08157311,10,61.59498761,-149.10063903
PAQ,16,61.60398608,-149.08750108,34,61.60261900,-149.08749253
PAQ,34,61.60261900,-149.08749253,16,61.60398608,-149.08750108
PAQ,16S,61.59810492,-149.08803778,34S,61.59383900,-149.08801006
PAQ,34S,61.59383900,-149.08801006,16S,61.59810492,-149.08803778
AK1,07,61.53035000,-149.02281111,25,61.53028056,-149.01246111
AK1,25,61.53028056,-149.01246111,07,61.53035000,-149.02281111
4K0,09,59.79840339,-154.13760011,27,59.79550669,-154.12234875
4K0,27,59.79550669,-154.12234875,09,59.79840339,-154.13760011
PEV,02,55.90303333,-159.16546667,20,55.91041389,-159.15619167
PEV,20,55.91041389,-159.15619167,02,55.90303333,-159.16546667
PSG,05,56.79858358,-132.96130328,23,56.80435958,-132.93115908
PSG,23,56.80435958,-132.93115908,05,56.79858358,-132.96130328
PNP,07,57.58038056,-157.58031389,25,57.58038056,-157.56360000
PNP,25,57.58038056,-157.56360000,07,57.58038056,-157.58031389
0AK,04,61.95852817,-162.95214108,22,61.96442575,-162.93256811
0AK,22,61.96442575,-162.93256811,04,61.95852817,-162.95214108
PTU,14,59.02402222,-161.83286111,32,59.01163611,-161.82154444
PTU,32,59.01163611,-161.82154444,14,59.02402222,-161.83286111
PHO,03,68.34368922,-166.80775792,21,68.35256819,-166.79049558
PHO,21,68.35256819,-166.79049558,03,68.34368922,-166.80775792
PIZ,06,69.73063889,-163.02185833,24,69.73511389,-162.98882222
PIZ,24,69.73511389,-162.98882222,06,69.73063889,-163.02185833
A14,01,58.90409167,-157.71649167,19,58.90765556,-157.71288056
A14,19,58.90765556,-157.71288056,01,58.90409167,-157.71649167
A14,10,58.90802222,-157.71316389,28,58.90601944,-157.70377500
A14,28,58.90601944,-157.70377500,10,58.90802222,-157.71316389
05K,06R,60.19712778,-154.33326944,24L,60.19983333,-154.31282778
05K,24L,60.19983333,-154.31282778,06R,60.19712778,-154.33326944
KPC,16,65.25960278,-166.85761667,34,65.24730833,-166.85763889
KPC,34,65.24730833,-166.85763889,16,65.25960278,-166.85761667
PGM,12,59.35067778,-151.83337778,30,59.34627222,-151.82726667
PGM,30,59.34627222,-151.82726667,12,59.35067778,-151.83337778
PTH,06,56.95688333,-158.63423611,24,56.96148333,-158.61064167
PTH,24,56.96148333,-158.61064167,06,56.95688333,-158.63423611
PTH,14,56.96361389,-158.65240556,32,56.95438333,-158.64162778
PTH,32,56.95438333,-158.64162778,14,56.96361389,-158.65240556
ORI,07,57.88435278,-152.85312500,25,57.88549722,-152.84201944
ORI,25,57.88549722,-152.84201944,07,57.88435278,-152.85312500
PPC,01,66.80830236,-150.65281572,19,66.81977814,-150.63439944
PPC,19,66.81977814,-150.63439944,01,66.80830236,-150.65281572
01A,05,62.94021389,-152.27293333,23,62.94129722,-152.26628611
01A,23,62.94129722,-152.26628611,05,62.94021389,-152.27293333
20K,16,65.35694444,-149.76047778,34,65.35249444,-149.76227778
20K,34,65.35249444,-149.76227778,16,65.35694444,-149.76047778
AQH,12,59.75889717,-161.85315881,30,59.75128822,-161.83757383
AQH,30,59.75128822,-161.83757383,12,59.75889717,-161.85315881
RMP,11,65.51150139,-150.14851122,29,65.50429331,-150.13315453
RMP,29,65.50429331,-150.13315453,11,65.51150139,-150.14851122
RDV,10,61.79144419,-157.36221533,28,61.78468658,-157.33830758
RDV,28,61.78468658,-157.33830758,10,61.79144419,-157.36221533
DGG,03,68.02560000,-162.91431389,21,568.02617500,-162.91297778
DGG,21,568.02617500,-162.91297778,03,68.02560000,-162.91431389
RBY,03,64.72376194,-155.47978969,21,64.73067100,-155.45995808
RBY,21,64.73067100,-155.45995808,03,64.72376194,-155.47978969
RSH,18,61.77979400,-161.31804867,36,61.76997719,-161.32075492
RSH,36,61.76997719,-161.32075492,18,61.77979400,-161.31804867
PBV,11,56.58058125,-169.67461256,29,56.57412058,-169.65285608
PBV,29,56.57412058,-169.65285608,11,56.58058125,-169.67461256
KSM,06,62.05321336,-163.31089189,24,62.05412208,-163.30224944
KSM,24,62.05412208,-163.30224944,06,62.05321336,-163.31089189
KSM,17,62.07085161,-163.29989306,35,62.05443417,-163.30138369
KSM,35,62.05443417,-163.30138369,17,62.07085161,-163.29989306
SMK,02,63.48545539,-162.11702492,20,63.49464114,-162.10372989
SMK,20,63.49464114,-162.10372989,02,63.48545539,-162.11702492
SNP,18,57.17506233,-170.21981022,36,57.15752389,-170.22529714
SNP,36,57.15752389,-170.22529714,18,57.17506233,-170.21981022
Z81,15,64.91160833,-165.01671944,33,64.90641111,-165.01271389
Z81,33,64.90641111,-165.01271389,15,64.91160833,-165.01671944
SDP,14,55.31978653,-160.52794342,32,55.31852992,-160.52659658
SDP,32,55.31852992,-160.52659658,14,55.31978653,-160.52794342
SVA,05,63.68322222,-170.50485278,23,63.68930833,-170.48146944
SVA,23,63.68930833,-170.48146944,05,63.68322222,-170.50485278
SCM,11,61.84617372,-165.58172069,29,61.84290942,-165.56578564
SCM,29,61.84290942,-165.56578564,11,61.84617372,-165.58172069
WLK,04,66.59729931,-159.99221456,22,66.60220397,-159.97566694
WLK,22,66.60220397,-159.97566694,04,66.59729931,-159.99221456
WLK,09,66.60158675,-159.99658389,27,66.59954658,-159.97903514
WLK,27,66.59954658,-159.97903514,09,66.60158675,-159.99658389
SOV,16,59.44642222,-151.70468611,34,59.44138611,-151.70539444
SOV,34,59.44138611,-151.70539444,16,59.44642222,-151.70468611
SWD,13,60.13437500,-149.42100278,31,60.12469167,-149.40810833
SWD,31,60.12469167,-149.40810833,13,60.13437500,-149.42100278
SWD,16,60.13366667,-149.42085278,34,60.12741389,-149.42010556
SWD,34,60.12741389,-149.42010556,16,60.13366667,-149.42085278
SHX,16,62.69695819,-159.56927025,34,62.68766047,-159.56916244
SHX,34,62.68766047,-159.56916244,16,62.69695819,-159.56927025
2C7,15,64.37615386,-161.22876436,33,64.36603386,-161.21918064
2C7,33,64.36603386,-161.21918064,15,64.37615386,-161.22876436
SMU,05,61.81018889,-147.51519444,23,61.81237222,-147.50290833
SMU,23,61.81237222,-147.50290833,05,61.81018889,-147.51519444
SXP,02,62.51673083,-164.85165258,20,62.52410156,-164.84363786
SXP,20,62.52410156,-164.84363786,02,62.51673083,-164.85165258
SYA,10,52.71643333,174.09210000,28,52.70808611,174.13507500
SYA,28,52.70808611,174.13507500,10,52.71643333,174.09210000
SHH,05,66.24653853,-166.10453567,23,66.25262778,-166.07421136
SHH,23,66.25262778,-166.07421136,05,66.24653853,-166.10453567
SHG,10,66.89052158,-157.17485081,28,66.88562911,-157.14996322
SHG,28,66.88562911,-157.14996322,10,66.89052158,-157.17485081
SIT,11,57.05386564,-135.37373378,29,57.05347508,-135.37302989
SIT,29,57.05347508,-135.37302989,11,57.05386564,-135.37373378
SGY,02,59.45673056,-135.32351944,20,59.46368056,-135.31016111
SGY,20,59.46368056,-135.31016111,02,59.45673056,-135.32351944
SKW,10,61.96818333,-151.20423333,28,61.96404167,-151.18654722
SKW,28,61.96404167,-151.18654722,10,61.96818333,-151.20423333
SLQ,15,61.70462867,-157.16795961,33,61.69639025,-157.16374028
SLQ,33,61.69639025,-157.16374028,15,61.70462867,-157.16795961
SXQ,07,60.47496147,-151.05208989,25,60.47495447,-151.02437764
SXQ,25,60.47495447,-151.02437764,07,60.47496147,-151.05208989
SXQ,07S,60.47556283,-151.04904117,25S,60.47556006,-151.03629358
SXQ,25S,60.47556006,-151.03629358,07S,60.47556283,-151.04904117
SXQ,18,60.48703881,-150.92241350,36,60.48156900,-150.92266000
SXQ,36,60.48156900,-150.92266000,18,60.48703881,-150.92241350
WSN,05,58.70263753,-157.00858828,23,58.70564467,-156.99818503
WSN,23,58.70564467,-156.99818503,05,58.70263753,-157.00858828
WSN,13,58.70409372,-157.00776486,31,58.69725286,-156.99632667
WSN,31,58.69725286,-156.99632667,13,58.70409372,-157.00776486
SVW,17,61.10285861,-155.57481158,35,61.09137006,-155.57480486
SVW,35,61.09137006,-155.57480486,17,61.10285861,-155.57481158
WBB,05,63.51418950,-162.28628086,23,63.51774819,-162.26973117
WBB,23,63.51774819,-162.26973117,05,63.51418950,-162.28628086
SVS,05,66.01537944,-149.06705875,23,66.01895936,-149.04167339
SVS,23,66.01895936,-149.04167339,05,66.01537944,-149.06705875
SRV,18,61.79307442,-156.58590464,36,61.78640531,-156.59113361
SRV,36,61.78640531,-156.59113361,18,61.79307442,-156.58590464
UMM,03,63.32818056,-149.13853889,21,63.33389972,-149.11913333
UMM,21,63.33389972,-149.11913333,03,63.32818056,-149.13853889
TCT,04,62.99030556,-156.03777778,22,62.99555556,-156.02166667
TCT,22,62.99555556,-156.02166667,04,62.99030556,-156.03777778
TLJ,17,62.90012944,-155.97755556,35,62.88969250,-155.97846806
TLJ,35,62.88969250,-155.97846806,17,62.90012944,-155.97755556
TKA,01,62.31711058,-150.09739903,19,62.32563342,-150.08803608
TKA,19,62.32563342,-150.08803608,01,62.31711058,-150.09739903
TSG,06,63.37454444,-143.33712500,24,63.37518611,-143.30691944
TSG,24,63.37518611,-143.30691944,06,63.37454444,-143.33712500
TSG,12,63.37884167,-143.34413889,30,63.36765278,-143.32803889
TSG,30,63.36765278,-143.32803889,12,63.37884167,-143.34413889
TAL,07,65.17432678,-152.12241728,25,65.17446867,-152.09380536
TAL,25,65.17446867,-152.09380536,07,65.17432678,-152.12241728
7KA,13,60.87679853,-146.69623261,31,60.86795867,-146.68611008
7KA,31,60.86795867,-146.68611008,13,60.87679853,-146.69623261
2K5,02,63.37739722,-153.28879722,20,63.38057222,-153.27963333
2K5,20,63.38057222,-153.27963333,02,63.37739722,-153.28879722
TER,08,65.24031142,-166.34911169,26,65.24045044,-166.32966394
TER,26,65.24045044,-166.32966394,08,65.24031142,-166.34911169
3T4,08,63.12559292,-142.52830683,26,63.12378819,-142.50877658
3T4,26,63.12378819,-142.50877658,08,63.12559292,-142.52830683
TNC,17,65.57042250,-167.92392469,35,65.55762583,-167.92106917
TNC,35,65.55762583,-167.92106917,17,65.57042250,-167.92392469
TOG,03,59.04845872,-160.40579386,21,59.05749289,-160.39035150
TOG,21,59.05749289,-160.39035150,03,59.04845872,-160.40579386
TOG,10,59.05667531,-160.39344794,28,59.05568892,-160.38859575
TOG,28,59.05568892,-160.38859575,10,59.05667531,-160.39344794
6K8,K07,62.52863500,-143.24928200,25,62.53024000,-143.25753600
6K8,25,62.53024000,-143.25753600,K07,62.52863500,-143.24928200
6K8,08,63.33005944,-142.96121972,26,63.32896917,-142.94614833
6K8,26,63.32896917,-142.94614833,08,63.33005944,-142.96121972
OOK,16,60.54570689,-165.08766275,34,60.53696578,-165.08670522
OOK,34,60.53696578,-165.08670522,16,60.54570689,-165.08766275
TLT,15,61.09197500,-160.92651389,33,61.08348333,-160.92019444
TLT,33,61.08348333,-160.92019444,15,61.09197500,-160.92651389
A61,02,60.34768889,-162.65921389,20,60.35452778,-162.65000556
A61,20,60.35452778,-162.65000556,02,60.34768889,-162.65921389
4KA,16,60.57394078,-165.24821269,34,60.56511581,-165.24435428
4KA,34,60.56511581,-165.24435428,16,60.57394078,-165.24821269
A63,18,59.07847778,-160.27289722,36,59.07057222,-160.27718333
A63,36,59.07057222,-160.27718333,18,59.07847778,-160.27289722
9A8,06,57.52250833,-157.40369444,24,57.52434167,-157.38829444
9A8,24,57.52434167,-157.38829444,06,57.52250833,-157.40369444
9A8,06,57.51501389,-157.39840000,24,57.51780556,-157.37350278
9A8,24,57.51780556,-157.37350278,06,57.51501389,-157.39840000
UMT,06,69.37015469,-152.15644253,24,69.37207064,-152.11352281
UMT,24,69.37207064,-152.11352281,06,69.37015469,-152.15644253
UNK,09,63.88344711,-160.79902072,27,63.88269989,-160.78735681
UNK,27,63.88269989,-160.78735681,09,63.88344711,-160.79902072
UNK,15,63.89800708,-160.80602383,33,63.88248906,-160.79601956
UNK,33,63.88248906,-160.79601956,15,63.89800708,-160.80602383
DUT,13,53.90333797,-166.55232331,31,53.90275125,-166.55134942
DUT,31,53.90275125,-166.55134942,13,53.90333797,-166.55232331
UTO,07,65.99175278,-153.71701667,25,65.99379167,-153.68996111
UTO,25,65.99379167,-153.68996111,07,65.99175278,-153.71701667
VDZ,06,61.13287314,-146.26294036,24,61.13556825,-146.22659419
VDZ,24,61.13556825,-146.22659419,06,61.13287314,-146.26294036
VEE,04,67.00612500,-146.37872500,22,67.01122222,-146.35398611
VEE,22,67.01122222,-146.35398611,04,67.00612500,-146.37872500
AWI,06,70.63564733,-160.01184253,24,70.64035058,-159.97766328
AWI,24,70.64035058,-159.97766328,06,70.63564733,-160.01184253
IWK,18,65.62795789,-168.09301072,36,65.61717053,-168.09690936
IWK,36,65.61717053,-168.09690936,18,65.62795789,-168.09301072
IYS,04,61.56884683,-149.54912289,22,61.57447208,-149.53147853
IYS,22,61.57447208,-149.53147853,04,61.56884683,-149.54912289
IYS,04S,61.57141667,-149.54195833,22S,61.57398611,-149.53389722
IYS,22S,61.57398611,-149.53389722,04S,61.57141667,-149.54195833
WMO,15,64.69313158,-163.41535878,33,64.68523925,-163.41015014
WMO,33,64.68523925,-163.41015014,15,64.69313158,-163.41535878
IEM,04,60.77603333,-148.72307778,22,60.77830556,-148.71622778
IEM,22,60.77830556,-148.71622778,04,60.77603333,-148.72307778
UUO,13,61.75984444,-150.05735000,31,61.74905833,-150.04608611
UUO,31,61.74905833,-150.04608611,13,61.75984444,-150.05735000
WSM,02,67.40324167,-150.12607500,20,67.40417675,-150.12348472
WSM,20,67.40417675,-150.12348472,02,67.40324167,-150.12607500
WRG,10,56.48859900,-132.38249917,28,56.48004828,-132.35716272
WRG,28,56.48004828,-132.35716272,10,56.48859900,-132.38249917
YAK,02,59.49627683,-139.68486853,20,59.49896250,-139.67959036
YAK,20,59.49896250,-139.67959036,02,59.49627683,-139.68486853
YAK,11,59.51145708,-139.66469231,29,59.49649442,-139.63527406
YAK,29,59.49649442,-139.63527406,11,59.51145708,-139.66469231
A67,05,59.41343889,-139.03903333,23,59.41535278,-139.02840833
A67,23,59.41535278,-139.02840833,05,59.41343889,-139.03903333
A69,13,59.55551944,-139.51274167,31,59.55022222,-139.50770278
A69,31,59.55022222,-139.50770278,13,59.55551944,-139.51274167
A69,12,59.25184167,-138.50672500,30,59.24735278,-138.50160556
A69,30,59.24735278,-138.50160556,12,59.25184167,-138.50672500
A57,02,59.12505556,-138.41202500,20,59.12751389,-138.40563889
A57,20,59.12751389,-138.40563889,02,59.12505556,-138.41202500
L20,01,65.30705000,-143.14106667,19,65.31599167,-143.12717222
L20,19,65.31599167,-143.12717222,01,65.30705000,-143.14106667
0J0,18,31.60852772,-85.23964764,36,31.59491258,-85.23744203
0J0,36,31.59491258,-85.23744203,18,31.60852772,-85.23964764
2A8,05,34.21475000,-87.16145000,23,34.21953333,-87.15486667
2A8,23,34.21953333,-87.15486667,05,34.21475000,-87.16145000
EET,16,33.18411386,-86.78637689,34,33.17144422,-86.78004994
EET,34,33.17144422,-86.78004994,16,33.18411386,-86.78637689
BFZ,05,34.22352342,-86.26330961,23,34.23469381,-86.24820175
BFZ,23,34.23469381,-86.24820175,05,34.22352342,-86.26330961
ALX,18,32.92218647,-85.96333350,36,32.92047728,-85.96324592
ALX,36,32.92047728,-85.96324592,18,32.92218647,-85.96333350
AIV,06,33.10348056,-88.20436111,24,33.11000833,-88.18998889
AIV,24,33.11000833,-88.18998889,06,33.10348056,-88.20436111
79J,11,31.31071492,-86.40143094,29,31.30598989,-86.38302592
79J,29,31.30598989,-86.38302592,11,31.31071492,-86.40143094
ANB,05,33.58179178,-85.86671964,23,33.59454753,-85.84950914
ANB,23,33.59454753,-85.84950914,05,33.58179178,-85.86671964
26A,09,33.28419722,-85.81554722,27,33.28419722,-85.81489167
26A,27,33.28419722,-85.81489167,09,33.28419722,-85.81554722
0R1,18,31.02302386,-87.44677781,36,31.00927461,-87.44673267
0R1,36,31.00927461,-87.44673267,18,31.02302386,-87.44677781
AUO,11,32.61958108,-85.43735131,29,32.61630967,-85.42495000
AUO,29,32.61630967,-85.42495000,11,32.61958108,-85.43735131
AUO,18,32.62020131,-85.43603569,36,32.60573678,-85.43634564
AUO,36,32.60573678,-85.43634564,18,32.62020131,-85.43603569
1R8,08,30.86976739,-87.82806072,26,30.87088183,-87.81058050
1R8,26,30.87088183,-87.81058050,08,30.86976739,-87.82806072
5R7,18,30.45799725,-88.21124025,36,30.45249792,-88.21112497
